CMDLINE /Users/au619572/.virtualenvs/fabula_dashboard/bin/python app.py
MEM 315.843750 1714569865.6024
MEM 315.843750 1714569865.7078
MEM 315.843750 1714569865.8132
MEM 315.843750 1714569865.9188
MEM 315.843750 1714569866.0243
MEM 315.843750 1714569866.1297
MEM 315.843750 1714569866.2351
MEM 315.843750 1714569866.3404
MEM 315.843750 1714569866.4458
MEM 315.843750 1714569866.5513
MEM 315.843750 1714569866.6565
MEM 315.843750 1714569866.7592
MEM 315.843750 1714569866.8636
MEM 315.843750 1714569866.9687
MEM 315.843750 1714569867.0739
MEM 315.843750 1714569867.1763
MEM 315.843750 1714569867.2774
MEM 315.843750 1714569867.3828
MEM 315.843750 1714569867.4882
MEM 315.843750 1714569867.5923
MEM 315.843750 1714569867.6933
MEM 315.843750 1714569867.7988
MEM 315.843750 1714569867.9042
MEM 315.843750 1714569868.0096
MEM 315.843750 1714569868.1107
MEM 315.843750 1714569868.2162
MEM 315.843750 1714569868.3197
MEM 315.843750 1714569868.4252
MEM 315.843750 1714569868.5307
MEM 315.843750 1714569868.6320
MEM 315.843750 1714569868.7354
MEM 315.843750 1714569868.8407
MEM 315.843750 1714569868.9416
MEM 315.843750 1714569869.0471
MEM 315.843750 1714569869.1525
MEM 315.843750 1714569869.2579
MEM 315.843750 1714569869.3590
MEM 315.843750 1714569869.4643
MEM 315.843750 1714569869.5697
MEM 315.843750 1714569869.6753
MEM 315.843750 1714569869.7807
MEM 315.843750 1714569869.8855
MEM 315.843750 1714569869.9910
MEM 315.843750 1714569870.0946
MEM 315.843750 1714569870.1999
MEM 315.843750 1714569870.3051
MEM 315.843750 1714569870.4092
MEM 315.843750 1714569870.5144
MEM 315.843750 1714569870.6185
MEM 315.843750 1714569870.7191
MEM 315.843750 1714569870.8242
MEM 315.843750 1714569870.9267
MEM 315.843750 1714569871.0290
MEM 315.843750 1714569871.1306
MEM 315.843750 1714569871.2357
MEM 315.843750 1714569871.3408
MEM 315.843750 1714569871.4459
MEM 315.843750 1714569871.5510
MEM 315.843750 1714569871.6560
MEM 315.843750 1714569871.7612
MEM 315.843750 1714569871.8662
MEM 315.843750 1714569871.9713
MEM 315.843750 1714569872.0765
MEM 315.843750 1714569872.1816
MEM 315.843750 1714569872.2867
MEM 315.843750 1714569872.3918
MEM 315.843750 1714569872.4969
MEM 315.843750 1714569872.6020
MEM 311.234375 1714569872.7071
MEM 311.234375 1714569872.8122
MEM 310.218750 1714569872.9174
MEM 310.218750 1714569873.0225
MEM 310.218750 1714569873.1276
MEM 310.218750 1714569873.2327
MEM 309.937500 1714569873.3378
MEM 309.937500 1714569873.4429
MEM 281.687500 1714569873.5481
MEM 281.687500 1714569873.6532
MEM 210.953125 1714569873.7583
MEM 120.046875 1714569873.8634
MEM 119.234375 1714569873.9685
MEM 119.234375 1714569874.0736
MEM 119.234375 1714569874.1787
MEM 119.234375 1714569874.2838
MEM 119.234375 1714569874.3889
MEM 119.234375 1714569874.4940
MEM 119.234375 1714569874.5991
MEM 119.234375 1714569874.7042
MEM 119.234375 1714569874.8093
MEM 119.234375 1714569874.9143
MEM 119.234375 1714569875.0194
MEM 119.234375 1714569875.1245
MEM 119.234375 1714569875.2296
MEM 119.234375 1714569875.3347
MEM 119.234375 1714569875.4398
MEM 119.234375 1714569875.5448
MEM 119.234375 1714569875.6499
MEM 119.234375 1714569875.7550
MEM 119.234375 1714569875.8601
MEM 119.234375 1714569875.9651
MEM 119.234375 1714569876.0702
MEM 119.234375 1714569876.1753
MEM 119.234375 1714569876.2804
MEM 119.234375 1714569876.3855
MEM 119.234375 1714569876.4906
MEM 119.437500 1714569876.5956
MEM 119.437500 1714569876.7006
MEM 119.437500 1714569876.8056
MEM 119.437500 1714569876.9107
MEM 119.437500 1714569877.0159
MEM 119.671875 1714569877.1210
MEM 119.671875 1714569877.2260
MEM 119.671875 1714569877.3311
MEM 119.671875 1714569877.4319
MEM 119.671875 1714569877.5369
MEM 119.671875 1714569877.6421
MEM 119.671875 1714569877.7473
MEM 119.671875 1714569877.8524
MEM 119.671875 1714569877.9575
MEM 119.671875 1714569878.0626
MEM 119.671875 1714569878.1677
MEM 119.671875 1714569878.2728
MEM 119.671875 1714569878.3779
MEM 119.671875 1714569878.4831
MEM 119.671875 1714569878.5881
MEM 119.671875 1714569878.6932
MEM 119.671875 1714569878.7983
MEM 119.671875 1714569878.9034
MEM 119.671875 1714569879.0085
MEM 119.671875 1714569879.1136
MEM 119.671875 1714569879.2186
MEM 119.671875 1714569879.3238
MEM 119.671875 1714569879.4289
MEM 119.671875 1714569879.5340
MEM 119.671875 1714569879.6390
MEM 119.671875 1714569879.7442
MEM 119.671875 1714569879.8492
MEM 119.671875 1714569879.9543
MEM 119.671875 1714569880.0594
MEM 119.671875 1714569880.1645
MEM 119.671875 1714569880.2696
MEM 119.671875 1714569880.3747
MEM 119.671875 1714569880.4799
MEM 119.671875 1714569880.5850
MEM 119.671875 1714569880.6901
MEM 119.671875 1714569880.7952
MEM 119.671875 1714569880.9003
MEM 119.671875 1714569881.0054
MEM 119.671875 1714569881.1105
MEM 119.843750 1714569881.2157
MEM 119.843750 1714569881.3207
MEM 119.843750 1714569881.4259
MEM 119.843750 1714569881.5310
MEM 119.843750 1714569881.6361
MEM 119.843750 1714569881.7413
MEM 119.843750 1714569881.8444
MEM 119.843750 1714569881.9452
MEM 119.843750 1714569882.0503
MEM 119.843750 1714569882.1529
MEM 119.859375 1714569882.2539
MEM 119.859375 1714569882.3581
MEM 119.859375 1714569882.4595
MEM 119.859375 1714569882.5624
MEM 119.859375 1714569882.6745
MEM 120.703125 1714569882.7788
MEM 120.703125 1714569882.8794
MEM 120.703125 1714569882.9846
MEM 120.703125 1714569883.0855
MEM 120.703125 1714569883.1907
MEM 120.703125 1714569883.2957
MEM 120.703125 1714569883.4009
MEM 120.703125 1714569883.5060
MEM 120.703125 1714569883.6111
MEM 120.703125 1714569883.7149
MEM 120.703125 1714569883.8200
MEM 120.703125 1714569883.9209
MEM 120.703125 1714569884.0260
MEM 120.703125 1714569884.1307
MEM 120.703125 1714569884.2309
MEM 120.703125 1714569884.3312
MEM 120.703125 1714569884.4314
MEM 120.703125 1714569884.5365
MEM 120.703125 1714569884.6372
MEM 120.703125 1714569884.7423
MEM 120.781250 1714569884.8474
MEM 120.781250 1714569884.9526
MEM 120.781250 1714569885.0580
MEM 120.781250 1714569885.1604
MEM 120.781250 1714569885.2659
MEM 120.828125 1714569885.3695
MEM 120.828125 1714569885.4750
MEM 120.828125 1714569885.5805
MEM 120.828125 1714569885.6860
MEM 120.828125 1714569885.7915
MEM 120.875000 1714569885.8967
MEM 120.875000 1714569886.0020
MEM 120.875000 1714569886.1047
MEM 120.875000 1714569886.2082
MEM 120.875000 1714569886.3137
MEM 121.015625 1714569886.4189
MEM 121.015625 1714569886.5244
MEM 121.015625 1714569886.6289
MEM 121.015625 1714569886.7344
MEM 121.015625 1714569886.8398
MEM 121.031250 1714569886.9450
MEM 121.031250 1714569887.0503
MEM 121.031250 1714569887.1558
MEM 121.031250 1714569887.2571
MEM 121.031250 1714569887.3627
MEM 121.031250 1714569887.4669
MEM 121.031250 1714569887.5694
MEM 121.031250 1714569887.6746
MEM 121.031250 1714569887.7798
MEM 121.031250 1714569887.8853
MEM 121.031250 1714569887.9905
MEM 121.031250 1714569888.0956
MEM 121.031250 1714569888.1965
MEM 121.031250 1714569888.2989
MEM 121.031250 1714569888.4042
MEM 121.046875 1714569888.5069
MEM 121.046875 1714569888.6122
MEM 121.046875 1714569888.7177
MEM 121.046875 1714569888.8230
MEM 121.046875 1714569888.9285
MEM 121.125000 1714569889.0334
MEM 121.125000 1714569889.1388
MEM 121.125000 1714569889.2442
MEM 121.125000 1714569889.3497
MEM 121.125000 1714569889.4552
MEM 121.125000 1714569889.5606
MEM 121.140625 1714569889.6660
MEM 121.140625 1714569889.7715
MEM 121.140625 1714569889.8769
MEM 121.140625 1714569889.9823
MEM 121.140625 1714569890.0875
MEM 121.140625 1714569890.1929
MEM 121.140625 1714569890.2983
MEM 121.140625 1714569890.4038
MEM 121.140625 1714569890.5092
MEM 121.140625 1714569890.6146
MEM 121.140625 1714569890.7201
MEM 121.140625 1714569890.8223
MEM 121.140625 1714569890.9276
MEM 121.140625 1714569891.0330
MEM 121.140625 1714569891.1384
MEM 121.140625 1714569891.2423
MEM 121.140625 1714569891.3477
MEM 121.140625 1714569891.4497
MEM 121.140625 1714569891.5551
MEM 121.140625 1714569891.6606
MEM 121.140625 1714569891.7661
MEM 121.140625 1714569891.8715
MEM 121.140625 1714569891.9769
MEM 121.140625 1714569892.0874
MEM 121.140625 1714569892.1928
MEM 121.156250 1714569892.2980
MEM 121.156250 1714569892.4033
MEM 121.156250 1714569892.5087
MEM 121.156250 1714569892.6142
MEM 121.156250 1714569892.7185
MEM 121.156250 1714569892.8240
MEM 121.156250 1714569892.9294
MEM 121.156250 1714569893.0307
MEM 121.156250 1714569893.1362
MEM 121.156250 1714569893.2401
MEM 121.156250 1714569893.3455
MEM 121.156250 1714569893.4508
MEM 121.156250 1714569893.5562
MEM 121.156250 1714569893.6618
MEM 121.156250 1714569893.7672
MEM 121.171875 1714569893.8696
MEM 121.171875 1714569893.9700
MEM 121.171875 1714569894.0755
MEM 121.171875 1714569894.1808
MEM 121.171875 1714569894.2861
MEM 121.187500 1714569894.3915
MEM 121.187500 1714569894.4968
MEM 121.187500 1714569894.6021
MEM 121.187500 1714569894.7076
MEM 121.187500 1714569894.8094
MEM 121.187500 1714569894.9148
MEM 121.187500 1714569895.0202
MEM 121.187500 1714569895.1208
MEM 121.187500 1714569895.2263
MEM 121.187500 1714569895.3318
MEM 121.203125 1714569895.4335
MEM 121.203125 1714569895.5390
MEM 121.203125 1714569895.6421
MEM 121.203125 1714569895.7466
MEM 121.203125 1714569895.8477
MEM 121.203125 1714569895.9502
MEM 121.203125 1714569896.0549
MEM 121.203125 1714569896.1602
MEM 121.203125 1714569896.2645
MEM 121.203125 1714569896.3693
MEM 121.203125 1714569896.4733
MEM 121.203125 1714569896.5759
MEM 121.203125 1714569896.6812
MEM 121.203125 1714569896.7867
MEM 121.203125 1714569896.8922
MEM 121.203125 1714569896.9966
MEM 121.203125 1714569897.1021
MEM 121.203125 1714569897.2056
MEM 121.203125 1714569897.3088
MEM 121.203125 1714569897.4134
MEM 121.203125 1714569897.5187
MEM 121.203125 1714569897.6240
MEM 121.203125 1714569897.7294
MEM 121.203125 1714569897.8346
MEM 121.203125 1714569897.9401
MEM 121.203125 1714569898.0456
MEM 121.203125 1714569898.1464
MEM 121.203125 1714569898.2505
MEM 121.203125 1714569898.3516
MEM 121.203125 1714569898.4562
MEM 121.203125 1714569898.5594
MEM 121.203125 1714569898.6646
MEM 121.203125 1714569898.7700
MEM 121.203125 1714569898.8754
MEM 121.203125 1714569898.9809
MEM 121.203125 1714569899.0826
MEM 121.203125 1714569899.1832
MEM 121.203125 1714569899.2886
MEM 121.203125 1714569899.3941
MEM 121.203125 1714569899.4993
MEM 121.203125 1714569899.6048
MEM 121.218750 1714569899.7102
MEM 121.218750 1714569899.8154
MEM 121.218750 1714569899.9176
MEM 121.218750 1714569900.0230
MEM 121.218750 1714569900.1284
MEM 121.218750 1714569900.2338
MEM 121.218750 1714569900.3393
MEM 121.218750 1714569900.4415
MEM 121.218750 1714569900.5424
MEM 121.218750 1714569900.6443
MEM 121.218750 1714569900.7493
MEM 121.218750 1714569900.8545
MEM 121.218750 1714569900.9599
MEM 121.218750 1714569901.0649
MEM 121.218750 1714569901.1672
MEM 121.218750 1714569901.2681
MEM 121.218750 1714569901.3733
MEM 121.218750 1714569901.4784
MEM 121.218750 1714569901.5835
MEM 121.218750 1714569901.6886
MEM 121.218750 1714569901.7889
MEM 121.218750 1714569901.8894
MEM 121.218750 1714569901.9909
MEM 121.218750 1714569902.0960
MEM 121.218750 1714569902.2012
MEM 121.218750 1714569902.3063
MEM 121.218750 1714569902.4114
MEM 121.218750 1714569902.5165
MEM 121.218750 1714569902.6216
MEM 121.218750 1714569902.7267
MEM 121.218750 1714569902.8318
MEM 121.218750 1714569902.9369
MEM 121.218750 1714569903.0420
MEM 121.218750 1714569903.1472
MEM 121.218750 1714569903.2523
MEM 121.218750 1714569903.3574
MEM 121.218750 1714569903.4625
MEM 121.218750 1714569903.5676
MEM 121.218750 1714569903.6728
MEM 121.218750 1714569903.7779
MEM 121.218750 1714569903.8830
MEM 121.218750 1714569903.9881
MEM 121.218750 1714569904.0932
MEM 121.218750 1714569904.1984
MEM 121.218750 1714569904.3035
MEM 121.218750 1714569904.4086
MEM 121.218750 1714569904.5137
MEM 121.218750 1714569904.6189
MEM 121.218750 1714569904.7240
MEM 121.218750 1714569904.8291
MEM 121.234375 1714569904.9344
MEM 121.234375 1714569905.0395
MEM 121.234375 1714569905.1435
MEM 121.234375 1714569905.2486
MEM 121.234375 1714569905.3537
MEM 121.234375 1714569905.4588
MEM 121.234375 1714569905.5639
MEM 121.234375 1714569905.6690
MEM 121.234375 1714569905.7740
MEM 121.234375 1714569905.8792
MEM 121.234375 1714569905.9842
MEM 121.234375 1714569906.0893
MEM 121.234375 1714569906.1945
MEM 121.234375 1714569906.2996
MEM 121.234375 1714569906.4046
MEM 121.234375 1714569906.5097
MEM 121.234375 1714569906.6148
MEM 121.234375 1714569906.7199
MEM 121.234375 1714569906.8250
MEM 121.234375 1714569906.9301
MEM 121.234375 1714569907.0352
MEM 121.234375 1714569907.1403
MEM 121.234375 1714569907.2454
MEM 121.234375 1714569907.3505
MEM 121.234375 1714569907.4556
MEM 121.234375 1714569907.5607
MEM 121.234375 1714569907.6657
MEM 121.234375 1714569907.7703
MEM 121.234375 1714569907.8754
MEM 121.234375 1714569907.9805
MEM 121.234375 1714569908.0857
MEM 121.234375 1714569908.1908
MEM 121.234375 1714569908.2959
MEM 121.234375 1714569908.3964
MEM 121.234375 1714569908.4978
MEM 121.234375 1714569908.5981
MEM 121.234375 1714569908.6988
MEM 121.234375 1714569908.8000
MEM 121.234375 1714569908.9051
MEM 121.234375 1714569909.0103
MEM 121.234375 1714569909.1154
MEM 121.234375 1714569909.2204
MEM 121.234375 1714569909.3248
MEM 121.234375 1714569909.4298
MEM 121.234375 1714569909.5347
MEM 121.234375 1714569909.6397
MEM 121.234375 1714569909.7448
MEM 121.234375 1714569909.8499
MEM 121.234375 1714569909.9505
MEM 121.234375 1714569910.0556
MEM 121.234375 1714569910.1607
MEM 121.234375 1714569910.2657
MEM 121.234375 1714569910.3709
MEM 121.234375 1714569910.4759
MEM 121.234375 1714569910.5810
MEM 121.234375 1714569910.6861
MEM 121.234375 1714569910.7912
MEM 121.234375 1714569910.8963
MEM 121.234375 1714569911.0015
MEM 121.234375 1714569911.1066
MEM 121.234375 1714569911.2117
MEM 121.234375 1714569911.3168
MEM 121.234375 1714569911.4219
MEM 121.234375 1714569911.5270
MEM 121.234375 1714569911.6321
MEM 121.234375 1714569911.7372
MEM 121.234375 1714569911.8423
MEM 121.234375 1714569911.9475
MEM 121.234375 1714569912.0526
MEM 121.234375 1714569912.1577
MEM 121.234375 1714569912.2628
MEM 121.234375 1714569912.3679
MEM 121.234375 1714569912.4730
MEM 121.234375 1714569912.5781
MEM 121.234375 1714569912.6832
MEM 121.234375 1714569912.7837
MEM 121.234375 1714569912.8888
MEM 121.234375 1714569912.9891
MEM 121.234375 1714569913.0942
MEM 121.234375 1714569913.1992
MEM 121.234375 1714569913.3007
MEM 121.234375 1714569913.4093
MEM 121.234375 1714569913.5100
MEM 121.234375 1714569913.6125
MEM 121.234375 1714569913.7176
MEM 121.234375 1714569913.8200
MEM 121.234375 1714569913.9228
MEM 121.234375 1714569914.0278
MEM 121.234375 1714569914.1329
MEM 121.234375 1714569914.2380
MEM 121.234375 1714569914.3405
MEM 121.234375 1714569914.4455
MEM 121.234375 1714569914.5458
MEM 121.234375 1714569914.6509
MEM 121.234375 1714569914.7555
MEM 121.234375 1714569914.8586
MEM 121.234375 1714569914.9639
MEM 121.234375 1714569915.0691
MEM 121.234375 1714569915.1745
MEM 121.234375 1714569915.2798
MEM 121.234375 1714569915.3802
MEM 121.234375 1714569915.4814
MEM 121.234375 1714569915.5850
MEM 121.234375 1714569915.6888
MEM 121.234375 1714569915.7942
MEM 121.234375 1714569915.8996
MEM 121.234375 1714569916.0049
MEM 121.234375 1714569916.1100
MEM 121.234375 1714569916.2153
MEM 121.234375 1714569916.3207
MEM 121.234375 1714569916.4263
MEM 121.234375 1714569916.5300
MEM 121.234375 1714569916.6356
MEM 121.234375 1714569916.7410
MEM 121.234375 1714569916.8463
MEM 121.234375 1714569916.9515
MEM 121.234375 1714569917.0569
MEM 121.234375 1714569917.1607
MEM 121.234375 1714569917.2661
MEM 121.234375 1714569917.3716
MEM 121.234375 1714569917.4770
MEM 121.234375 1714569917.5824
MEM 121.234375 1714569917.6878
MEM 121.234375 1714569917.7932
MEM 121.234375 1714569917.8986
MEM 121.234375 1714569918.0038
MEM 121.234375 1714569918.1092
MEM 121.234375 1714569918.2146
MEM 121.234375 1714569918.3200
MEM 121.234375 1714569918.4253
MEM 121.234375 1714569918.5307
MEM 121.234375 1714569918.6360
MEM 121.234375 1714569918.7415
MEM 121.234375 1714569918.8466
MEM 121.234375 1714569918.9519
MEM 121.234375 1714569919.0563
MEM 121.234375 1714569919.1590
MEM 121.234375 1714569919.2644
MEM 121.234375 1714569919.3698
MEM 121.234375 1714569919.4752
MEM 121.234375 1714569919.5804
MEM 121.234375 1714569919.6857
MEM 121.234375 1714569919.7911
MEM 121.234375 1714569919.8965
MEM 121.234375 1714569920.0018
MEM 121.234375 1714569920.1071
MEM 121.234375 1714569920.2124
MEM 121.234375 1714569920.3179
MEM 121.234375 1714569920.4229
MEM 121.234375 1714569920.5282
MEM 121.234375 1714569920.6337
MEM 121.234375 1714569920.7391
MEM 121.234375 1714569920.8446
MEM 121.234375 1714569920.9495
MEM 121.234375 1714569921.0549
MEM 121.234375 1714569921.1602
MEM 121.234375 1714569921.2655
MEM 121.234375 1714569921.3709
MEM 121.234375 1714569921.4763
MEM 121.234375 1714569921.5817
MEM 121.234375 1714569921.6839
MEM 121.234375 1714569921.7893
MEM 121.234375 1714569921.8923
MEM 121.234375 1714569921.9973
MEM 121.234375 1714569922.1027
MEM 121.234375 1714569922.2081
MEM 121.234375 1714569922.3134
MEM 121.234375 1714569922.4189
MEM 121.234375 1714569922.5227
MEM 121.234375 1714569922.6280
MEM 121.234375 1714569922.7334
MEM 121.234375 1714569922.8387
MEM 121.234375 1714569922.9397
MEM 121.234375 1714569923.0449
MEM 121.234375 1714569923.1503
MEM 121.234375 1714569923.2556
MEM 121.234375 1714569923.3574
MEM 121.234375 1714569923.4627
MEM 121.234375 1714569923.5680
MEM 121.234375 1714569923.6735
MEM 121.234375 1714569923.7790
MEM 121.234375 1714569923.8800
MEM 121.234375 1714569923.9854
MEM 121.234375 1714569924.0859
MEM 121.234375 1714569924.1913
MEM 121.234375 1714569924.2966
MEM 121.234375 1714569924.4018
MEM 121.234375 1714569924.5073
MEM 121.234375 1714569924.6099
MEM 121.234375 1714569924.7154
MEM 121.234375 1714569924.8208
MEM 121.234375 1714569924.9262
MEM 121.234375 1714569925.0318
MEM 121.234375 1714569925.1349
MEM 121.234375 1714569925.2403
MEM 121.234375 1714569925.3440
MEM 121.234375 1714569925.4462
MEM 121.234375 1714569925.5514
MEM 121.234375 1714569925.6569
MEM 121.234375 1714569925.7588
MEM 121.234375 1714569925.8630
MEM 121.234375 1714569925.9666
MEM 121.234375 1714569926.0721
MEM 121.234375 1714569926.1773
MEM 121.234375 1714569926.2827
MEM 121.234375 1714569926.3878
MEM 121.234375 1714569926.4931
MEM 121.234375 1714569926.5982
MEM 121.234375 1714569926.7009
MEM 121.234375 1714569926.8045
MEM 121.234375 1714569926.9089
MEM 121.234375 1714569927.0130
MEM 121.234375 1714569927.1185
MEM 121.234375 1714569927.2238
MEM 121.234375 1714569927.3293
MEM 121.234375 1714569927.4302
MEM 121.234375 1714569927.5335
MEM 121.234375 1714569927.6387
MEM 121.234375 1714569927.7441
MEM 121.234375 1714569927.8456
MEM 121.234375 1714569927.9509
MEM 121.234375 1714569928.0563
MEM 121.234375 1714569928.1617
MEM 121.234375 1714569928.2665
MEM 121.234375 1714569928.3720
MEM 121.234375 1714569928.4774
MEM 121.234375 1714569928.5829
MEM 121.234375 1714569928.6878
MEM 121.234375 1714569928.7932
MEM 121.234375 1714569928.8978
MEM 121.234375 1714569929.0010
MEM 121.234375 1714569929.1064
MEM 121.234375 1714569929.2089
MEM 121.234375 1714569929.3144
MEM 121.234375 1714569929.4163
MEM 121.234375 1714569929.5216
MEM 121.234375 1714569929.6270
MEM 121.234375 1714569929.7324
MEM 121.234375 1714569929.8377
MEM 121.234375 1714569929.9431
MEM 121.234375 1714569930.0464
MEM 121.234375 1714569930.1518
MEM 121.234375 1714569930.2571
MEM 121.234375 1714569930.3626
MEM 121.234375 1714569930.4672
MEM 121.234375 1714569930.5678
MEM 121.234375 1714569930.6732
MEM 121.234375 1714569930.7755
MEM 121.234375 1714569930.8807
MEM 121.234375 1714569930.9861
MEM 121.234375 1714569931.0914
MEM 121.234375 1714569931.1964
MEM 121.234375 1714569931.3008
MEM 121.234375 1714569931.4039
MEM 121.234375 1714569931.5084
MEM 121.234375 1714569931.6114
MEM 121.234375 1714569931.7168
MEM 121.234375 1714569931.8201
MEM 121.234375 1714569931.9213
MEM 121.234375 1714569932.0267
MEM 121.234375 1714569932.1320
MEM 121.234375 1714569932.2375
MEM 121.234375 1714569932.3386
MEM 121.234375 1714569932.4434
MEM 121.234375 1714569932.5463
MEM 121.234375 1714569932.6506
MEM 121.234375 1714569932.7531
MEM 121.234375 1714569932.8583
MEM 121.234375 1714569932.9612
MEM 121.234375 1714569933.0666
MEM 121.234375 1714569933.1714
MEM 121.234375 1714569933.2767
MEM 121.234375 1714569933.3822
MEM 121.234375 1714569933.4876
MEM 121.234375 1714569933.5922
MEM 121.234375 1714569933.6976
MEM 121.234375 1714569933.8006
MEM 121.234375 1714569933.9061
MEM 121.234375 1714569934.0089
MEM 121.234375 1714569934.1143
MEM 121.234375 1714569934.2196
MEM 121.234375 1714569934.3249
MEM 121.234375 1714569934.4295
MEM 121.234375 1714569934.5345
MEM 121.234375 1714569934.6366
MEM 121.234375 1714569934.7379
MEM 121.234375 1714569934.8431
MEM 121.234375 1714569934.9484
MEM 121.234375 1714569935.0509
MEM 121.234375 1714569935.1557
MEM 121.234375 1714569935.2611
MEM 121.234375 1714569935.3629
MEM 121.234375 1714569935.4684
MEM 121.234375 1714569935.5717
MEM 121.234375 1714569935.6770
MEM 121.234375 1714569935.7824
MEM 121.234375 1714569935.8877
MEM 121.234375 1714569935.9931
MEM 121.234375 1714569936.0974
MEM 121.234375 1714569936.2025
MEM 121.234375 1714569936.3077
MEM 121.234375 1714569936.4128
MEM 121.234375 1714569936.5180
MEM 121.234375 1714569936.6230
MEM 121.234375 1714569936.7281
MEM 121.234375 1714569936.8332
MEM 121.234375 1714569936.9383
MEM 121.234375 1714569937.0433
MEM 121.234375 1714569937.1485
MEM 121.234375 1714569937.2536
MEM 121.234375 1714569937.3587
MEM 121.234375 1714569937.4638
MEM 121.234375 1714569937.5689
MEM 121.234375 1714569937.6740
MEM 118.421875 1714569937.7791
MEM 118.421875 1714569937.8842
MEM 118.421875 1714569937.9894
MEM 118.421875 1714569938.0945
MEM 118.421875 1714569938.1996
MEM 118.421875 1714569938.3047
MEM 118.421875 1714569938.4098
MEM 118.421875 1714569938.5149
MEM 118.421875 1714569938.6199
MEM 118.421875 1714569938.7251
MEM 118.421875 1714569938.8301
MEM 118.421875 1714569938.9352
MEM 118.421875 1714569939.0403
MEM 118.421875 1714569939.1454
MEM 118.421875 1714569939.2504
MEM 118.421875 1714569939.3541
MEM 118.421875 1714569939.4591
MEM 118.421875 1714569939.5643
MEM 118.421875 1714569939.6693
MEM 118.421875 1714569939.7744
MEM 118.421875 1714569939.8795
MEM 118.421875 1714569939.9846
MEM 118.421875 1714569940.0885
MEM 118.421875 1714569940.1936
MEM 118.421875 1714569940.2949
MEM 118.421875 1714569940.4000
MEM 118.421875 1714569940.5051
MEM 118.421875 1714569940.6102
MEM 118.421875 1714569940.7153
MEM 118.421875 1714569940.8204
MEM 118.421875 1714569940.9256
MEM 118.421875 1714569941.0307
MEM 118.421875 1714569941.1330
MEM 118.421875 1714569941.2381
MEM 118.421875 1714569941.3432
MEM 118.421875 1714569941.4483
MEM 118.421875 1714569941.5534
MEM 118.421875 1714569941.6593
MEM 118.421875 1714569941.7596
